ARTIST,ALBUM,SONG_NAME,DATE,TIME_gmt,TIME_ist
MISSIO,The Darker the Weather // The Better the Man,I See You,02-02-2020,12:01:00,17:31:00
Eminem,Music to Be Murdered By,Premonition - Intro,01-02-2020,12:01:00,17:31:00
Mike Posner,31 Minutes to Takeoff,Cooler Than Me,30-01-2020,12:01:00,17:31:00
Magic Man,Before The Waves,Waves,29-01-2020,12:01:00,17:31:00
bbno$,i don't care at all,gone,21-01-2020,12:01:00,17:31:00
Owl City,Ocean Eyes,Fireflies,17-01-2020,12:01:00,17:31:00
Yeah Yeah Yeahs,It's Blitz!,Heads Will Roll,11-01-2020,12:01:00,17:31:00
SMLE,Chasing Channels,Haunted,06-01-2020,12:01:00,17:31:00
Jtwig,Embark,In The Mango,21-12-2019,12:01:00,17:31:00
bbno$,i don't care at all,gone,29-11-2019,12:01:00,17:31:00
Post Malone,Hollywood's Bleeding,Circles,03-11-2019,12:01:00,17:31:00
SWØRN,Escapade,Far Away,24-10-2019,12:01:00,17:31:00
ODESZA,Loyal,Loyal,18-10-2019,12:01:00,17:31:00
B.o.B,B.o.B Presents: The Adventures of Bobby Ray,Airplanes,10-10-2019,12:01:00,17:31:00
Death by Unga Bunga,Not Like the Others,Not Like the Others,25-12-2021,12:02:00,17:32:00
Joji,Daylight,Daylight,18-12-2021,12:02:00,17:32:00
The Weeknd,My Dear Melancholy,Call Out My Name,28-06-2021,12:02:00,17:32:00
Temples,Paraphernalia,Paraphernalia,14-06-2021,12:02:00,17:32:00
The Reputations,Electric Power,Electric Power,28-01-2021,12:02:00,17:32:00
Danger,??,11:02,21-01-2021,12:02:00,17:32:00
Banners,Where The Shadow Ends,Got It In You,12-01-2021,12:02:00,17:32:00
Danger,??,11:02,26-12-2020,12:02:00,17:32:00
You Me at Six,VI,Back Again,25-11-2020,12:02:00,17:32:00
You Me at Six,VI,3AM,17-11-2020,12:02:00,17:32:00
Kadhja Bonet,Childqueen,Wings,12-11-2020,12:02:00,17:32:00
Kendrick Lamar,DAMN.,HUMBLE.,01-11-2020,12:02:00,17:32:00
Danger,??,11:02,19-10-2020,12:02:00,17:32:00
Danger,??,19:00,05-10-2020,12:02:00,17:32:00
Rhye,Woman,Open,02-10-2020,12:02:00,17:32:00
Mick Gordon,DOOM (Original Game Soundtrack),BFG Division,17-09-2020,12:02:00,17:32:00
The Weeknd,Heartless,Heartless,08-09-2020,12:02:00,17:32:00
Jtwig,Embark,In The Mango,16-04-2020,12:02:00,17:32:00
Honors,Feel Better,Valleys,05-04-2020,12:02:00,17:32:00
Besomorph,1985,1985,02-04-2020,12:02:00,17:32:00
Keys N Krates,Solow,I Just Can't Deny,28-03-2020,12:02:00,17:32:00
Besomorph,1985,1985,19-02-2020,12:02:00,17:32:00
Layto,Little Poor Me,Little Poor Me,13-02-2020,12:02:00,17:32:00
Poets of the Fall,Carnival of Rust,Carnival of Rust,27-01-2020,12:02:00,17:32:00
8 Graves,Black,Numb,22-01-2020,12:02:00,17:32:00
Eminem,Music to Be Murdered By,You Gon? Learn (feat. Royce Da 5'9 & White Gold),18-01-2020,12:02:00,17:32:00
Magic Man,Before The Waves,Waves,13-01-2020,12:02:00,17:32:00
Hippie Sabotage,Options,Options,04-01-2020,12:02:00,17:32:00
RL Grime,Formula,Formula,12-12-2019,12:02:00,17:32:00
Post Malone,Hollywood's Bleeding,Allergic,11-12-2019,12:02:00,17:32:00
ODESZA,In Return,Bloom,09-12-2019,12:02:00,17:32:00
ODESZA,Loyal,Loyal,03-12-2019,12:02:00,17:32:00
PewDiePie,Mine All Day,Mine All Day,27-11-2019,12:02:00,17:32:00
Teminite,Unstoppable,Unstoppable,14-10-2019,12:02:00,17:32:00
Peach Pit,Being so Normal,Alrighty Aphrodite,04-09-2021,12:03:00,17:33:00
8 Graves,Black,Numb,02-07-2021,12:03:00,17:33:00
Absofacto,Thousand Peaces,Dissolve,02-05-2021,12:03:00,17:33:00
Bring Me the Horizon,Sempiternal (Expanded Edition),Can You Feel My Heart,19-04-2021,12:03:00,17:33:00
The Weeknd,Beauty Behind the Madness,Can't Feel My Face,03-04-2021,12:03:00,17:33:00
Meltt,Swim Slowly,On Your Own,26-03-2021,12:03:00,17:33:00
Danger,??,11:03,07-02-2021,12:03:00,17:33:00
You Me at Six,VI,Back Again,02-02-2021,12:03:00,17:33:00
Vorsa,Avoiding,Avoiding,01-02-2021,12:03:00,17:33:00
Passion Pit,Gossamer,I'll Be Alright,23-01-2021,12:03:00,17:33:00
The Weeknd,After Hours,After Hours,31-12-2020,12:03:00,17:33:00
Danger,??,19:00,24-12-2020,12:03:00,17:33:00
Ronald Jenkees,Mindful,Mindful,14-12-2020,12:03:00,17:33:00
Welshly Arms,Legendary,Legendary,12-12-2020,12:03:00,17:33:00
Tame Impala,The Slow Rush,Borderline,30-11-2020,12:03:00,17:33:00
The Weeknd,After Hours,Blinding Lights,11-11-2020,12:03:00,17:33:00
Ronald Jenkees,Mindful,Mindful,30-10-2020,12:03:00,17:33:00
Danger,??,11:03,26-09-2020,12:03:00,17:33:00
Welshly Arms,Legendary,Legendary,15-09-2020,12:03:00,17:33:00
League of Legends,Legends Never Die,Legends Never Die,09-09-2020,12:03:00,17:33:00
Mick Gordon,DOOM (Original Game Soundtrack),BFG Division,14-04-2020,12:03:00,17:33:00
Besomorph,Monster,Monster,11-04-2020,12:03:00,17:33:00
MISSIO,LONER,Bottom Of The Deep Blue Sea,09-04-2020,12:03:00,17:33:00
MISSIO,The Darker the Weather // The Better the Man,I See You,01-04-2020,12:03:00,17:33:00
SAINt JHN,Roses (Imanbek Remix),Roses - Imanbek Remix,27-03-2020,12:03:00,17:33:00
8 Graves,Black,Bury Me Low,24-03-2020,12:03:00,17:33:00
Kendrick Lamar,good kid m.A.A.d city (Deluxe),m.A.A.d city,23-03-2020,12:03:00,17:33:00
RL Grime,Formula,Formula,13-03-2020,12:03:00,17:33:00
Besomorph,1985,1985,17-02-2020,12:03:00,17:33:00
The Weeknd,Heartless,Heartless,17-02-2020,12:03:00,17:33:00
The Weeknd,Blinding Lights,Blinding Lights,10-02-2020,12:03:00,17:33:00
MISSIO,Sing To Me,Sing To Me,28-01-2020,12:03:00,17:33:00
The Weeknd,Heartless,Heartless,23-01-2020,12:03:00,17:33:00
8 Graves,Black,Numb,10-01-2020,12:03:00,17:33:00
Kendrick Lamar,good kid m.A.A.d city (Deluxe),m.A.A.d city,09-01-2020,12:03:00,17:33:00
Hippie Sabotage,Options,Options,30-12-2019,12:03:00,17:33:00
blackbear,hot girl bummer,hot girl bummer,26-12-2019,12:03:00,17:33:00
Kendrick Lamar,DAMN.,HUMBLE.,20-12-2019,12:03:00,17:33:00
Post Malone,Hollywood's Bleeding,Wow.,08-12-2019,12:03:00,17:33:00
2 Chainz,B.O.A.T.S. II #METIME,We Own It (Fast & Furious),24-10-2019,12:03:00,17:33:00
Temples,Paraphernalia,Paraphernalia,25-07-2021,12:04:00,17:34:00
DJ Shadow,The Fast and the Furious: Tokyo Drift (Original Motion Picture Soundtrack),Six Days - Remix,08-07-2021,12:04:00,17:34:00
Banners,Where The Shadow Ends,Got It In You,22-02-2021,12:04:00,17:34:00
The Chain Gang of 1974,The Music of Grand Theft Auto V Vol. 1: Original Music,Sleepwalking,29-01-2021,12:04:00,17:34:00
The Weeknd,After Hours,Scared to Live,04-01-2021,12:04:00,17:34:00
The Neighbourhood,I'm Sorry...,Wires,28-12-2020,12:04:00,17:34:00
Sarah Shook & the Disarmers,Years,What It Takes,15-12-2020,12:04:00,17:34:00
Kadhja Bonet,Childqueen,Wings,09-12-2020,12:04:00,17:34:00
Klaatu Suuns,Panoramas,Panoramas,29-11-2020,12:04:00,17:34:00
The Revivalists,Take Good Care,Change,26-11-2020,12:04:00,17:34:00
Risking Nostalgia,Risking Nostalgia - EP,Hunger,18-11-2020,12:04:00,17:34:00
J,Alleyways,Alleyways,05-11-2020,12:04:00,17:34:00
Kendrick Lamar,DAMN.,HUMBLE.,22-10-2020,12:04:00,17:34:00
Danger,??,11:02,08-10-2020,12:04:00,17:34:00
J,Alleyways,Alleyways,22-09-2020,12:04:00,17:34:00
Sarah Shook & the Disarmers,Years,What It Takes,21-09-2020,12:04:00,17:34:00
Besomorph,1985,1985,18-09-2020,12:04:00,17:34:00
8 Graves,Black,Numb,11-09-2020,12:04:00,17:34:00
Mick Gordon,DOOM (Original Game Soundtrack),BFG Division,07-09-2020,12:04:00,17:34:00
Eminem,Music to Be Murdered By,Godzilla (feat. Juice WRLD),04-04-2020,12:04:00,17:34:00
The Weeknd,After Hours,Alone Again,20-03-2020,12:04:00,17:34:00
MISSIO,The Darker the Weather // The Better the Man,I See You,12-03-2020,12:04:00,17:34:00
Metric,Fantasies,Satellite Mind,10-03-2020,12:04:00,17:34:00
Omri,Redo Undo,Redo Undo,04-03-2020,12:04:00,17:34:00
Smallpools,LOVETAP!,Dreaming,03-03-2020,12:04:00,17:34:00
Halogen,U Got That,U Got That,23-02-2020,12:04:00,17:34:00
Keys N Krates,Solow,I Just Can't Deny,01-02-2020,12:04:00,17:34:00
Kendrick Lamar,DAMN.,HUMBLE.,21-01-2020,12:04:00,17:34:00
Aaron Smith,Dancin (feat. Luvli) [KRONO Remix],Dancin (feat. Luvli) - Krono Remix,09-01-2020,12:04:00,17:34:00
Kendrick Lamar,DAMN.,HUMBLE.,06-01-2020,12:04:00,17:34:00
ODESZA,A Moment Apart,A Moment Apart,21-12-2019,12:04:00,17:34:00
Kendrick Lamar,DAMN.,HUMBLE.,16-12-2019,12:04:00,17:34:00
Logic,Keanu Reeves,Keanu Reeves,30-10-2019,12:04:00,17:34:00
Post Malone,Hollywood's Bleeding,Hollywood's Bleeding,17-10-2019,12:04:00,17:34:00
Hopex,Insanity,Insanity,15-10-2019,12:04:00,17:34:00
2 Chainz,B.O.A.T.S. II #METIME,We Own It (Fast & Furious),10-10-2019,12:04:00,17:34:00
Okta Logue,Tales Of Transit City,Transit,18-12-2021,12:05:00,17:35:00
The Weeknd,Take My Breath,Take My Breath,07-11-2021,12:05:00,17:35:00
Vorsa,Avoiding,Avoiding,15-02-2021,12:05:00,17:35:00
Sir Sly,Don't You Worry Honey,Astronaut,26-01-2021,12:05:00,17:35:00
Mick Gordon,DOOM (Original Game Soundtrack),BFG Division,11-01-2021,12:05:00,17:35:00
ODESZA,A Moment Apart,A Moment Apart,16-12-2020,12:05:00,17:35:00
Giant Rooks,Rookery,All We Are,03-12-2020,12:05:00,17:35:00
You Me at Six,VI,Back Again,25-11-2020,12:05:00,17:35:00
Giant Rooks,Rookery,All We Are,25-11-2020,12:05:00,17:35:00
HMS Morris,Inspirational Talks,Phenomenal Impossible,06-11-2020,12:05:00,17:35:00
Welshly Arms,Stand,Stand,01-11-2020,12:05:00,17:35:00
MISSIO,Sing To Me,Sing To Me,14-10-2020,12:05:00,17:35:00
Ronald Jenkees,Mindful,Mindful,12-10-2020,12:05:00,17:35:00
Neon Indian,Era Extraña,Polish Girl,07-10-2020,12:05:00,17:35:00
Mick Gordon,DOOM (Original Game Soundtrack),BFG Division,13-09-2020,12:05:00,17:35:00
Apashe,Renaissance,Lord & Master,10-09-2020,12:05:00,17:35:00
ODESZA,A Moment Apart,A Moment Apart,08-09-2020,12:05:00,17:35:00
Linkin Park,Hybrid Theory (Bonus Edition),In the End,03-09-2020,12:05:00,17:35:00
Besomorph,Nightmare,Nightmare,02-09-2020,12:05:00,17:35:00
Mansionair,Shadowboxer,Easier,19-04-2020,12:05:00,17:35:00
The Weeknd,Heartless,Heartless,16-04-2020,12:05:00,17:35:00
Daft Punk,Random Access Memories,Instant Crush (feat. Julian Casablancas),02-04-2020,12:05:00,17:35:00
Poets of the Fall,Carnival of Rust,Carnival of Rust,13-02-2020,12:05:00,17:35:00
The Weeknd,Heartless,Heartless,12-02-2020,12:05:00,17:35:00
8 Graves,Black,Numb,02-02-2020,12:05:00,17:35:00
Hippie Sabotage,Drifter,DRIFTER,30-01-2020,12:05:00,17:35:00
Magic Man,Before The Waves,Waves,29-01-2020,12:05:00,17:35:00
Eminem,Music to Be Murdered By,Darkness,29-01-2020,12:05:00,17:35:00
Halogen,U Got That,U Got That,17-01-2020,12:05:00,17:35:00
ODESZA,A Moment Apart,A Moment Apart,24-12-2019,12:05:00,17:35:00
Hiboky,Opposite Life,Opposite Life,24-12-2019,12:05:00,17:35:00
Post Malone,Hollywood's Bleeding,Myself,11-12-2019,12:05:00,17:35:00
Logic,Keanu Reeves,Keanu Reeves,03-12-2019,12:05:00,17:35:00
RL Grime,Formula,Formula,29-11-2019,12:05:00,17:35:00
B.o.B,B.o.B Presents: The Adventures of Bobby Ray,Airplanes,03-11-2019,12:05:00,17:35:00
Post Malone,Hollywood's Bleeding,Staring at the Sun (feat. SZA),18-10-2019,12:05:00,17:35:00
Teminite,Unstoppable,Unstoppable,17-10-2019,12:05:00,17:35:00
The Weeknd,After Hours,After Hours,29-12-2021,12:06:00,17:36:00
The Weeknd,Starboy,I Feel It Coming,25-12-2021,12:06:00,17:36:00
Tame Impala,The Slow Rush,Borderline,09-07-2021,12:06:00,17:36:00
Okta Logue,Tales Of Transit City,Transit,28-06-2021,12:06:00,17:36:00
Ronald Jenkees,Mindful,Mindful,20-02-2021,12:06:00,17:36:00
Rhye,Woman,Open,02-02-2021,12:06:00,17:36:00
Pastelle,Old Angels,Old Angels,21-01-2021,12:06:00,17:36:00
Samurai,Black Dog,Black Dog,12-01-2021,12:06:00,17:36:00
Vorsa,Avoiding,Avoiding,05-01-2021,12:06:00,17:36:00
The Revivalists,Take Good Care,Change,26-12-2020,12:06:00,17:36:00
The Neighbourhood,I'm Sorry...,Wires,13-11-2020,12:06:00,17:36:00
League of Legends,Legends Never Die,Legends Never Die,12-11-2020,12:06:00,17:36:00
Linkin Park,Hybrid Theory (Bonus Edition),In the End,19-10-2020,12:06:00,17:36:00
Okta Logue,Tales Of Transit City,Transit,02-10-2020,12:06:00,17:36:00
The Reputations,Electric Power,Electric Power,22-09-2020,12:06:00,17:36:00
Grace Vonderkuhn,Reveries,Worry,16-09-2020,12:06:00,17:36:00
bbno$,i don't care at all,gone,11-04-2020,12:06:00,17:36:00
Haywyre,Never Count On Me,Never Count On Me,05-04-2020,12:06:00,17:36:00
Magic Man,Before The Waves,Paris,30-03-2020,12:06:00,17:36:00
Besomorph,1985,1985,28-03-2020,12:06:00,17:36:00
Omri,Redo Undo,Redo Undo,24-03-2020,12:06:00,17:36:00
Yeah Yeah Yeahs,It's Blitz!,Heads Will Roll,13-03-2020,12:06:00,17:36:00
KAVERI,Smell of the Rain,Smell of the Rain,19-02-2020,12:06:00,17:36:00
koste,Quicksand,Quicksand,27-01-2020,12:06:00,17:36:00
RL Grime,Formula,Formula,23-01-2020,12:06:00,17:36:00
bbno$,i don't care at all,gone,22-01-2020,12:06:00,17:36:00
The 5:55,The Five Fifty Five,The Edge,13-01-2020,12:06:00,17:36:00
Metric,Fantasies,Satellite Mind,04-01-2020,12:06:00,17:36:00
Mansionair,Shadowboxer,Easier,26-12-2019,12:06:00,17:36:00
Kendrick Lamar,good kid m.A.A.d city (Deluxe),m.A.A.d city,20-12-2019,12:06:00,17:36:00
slushii,Sober,Sober,12-12-2019,12:06:00,17:36:00
Eminem,Just Lose It,Lose Yourself - From 8 Mile Soundtrack,09-12-2019,12:06:00,17:36:00
A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),Wild For The Night (feat. Skrillex & Birdy Nam Nam),08-12-2019,12:06:00,17:36:00
Parimal Shais,Kumari Kandam Traps Vol. I,Pharmaceutical,27-11-2019,12:06:00,17:36:00
Eminem,Recovery,Not Afraid,22-11-2019,12:06:00,17:36:00
Post Malone,Hollywood's Bleeding,Staring at the Sun (feat. SZA),24-10-2019,12:06:00,17:36:00
Gorillaz,Humanz (Deluxe),Saturnz Barz (feat. Popcaan),02-05-2021,12:07:00,17:37:00
Peach Pit,Being so Normal,Alrighty Aphrodite,24-04-2021,12:07:00,17:37:00
Honors,Feel Better,Valleys,24-04-2021,12:07:00,17:37:00
Peach Pit,Being so Normal,Alrighty Aphrodite,03-04-2021,12:07:00,17:37:00
The Neighbourhood,I'm Sorry...,Wires,04-03-2021,12:07:00,17:37:00
Passion Pit,Gossamer,I'll Be Alright,07-02-2021,12:07:00,17:37:00
Danger,??,19:00,01-02-2021,12:07:00,17:37:00
Danger,??,19:00,29-01-2021,12:07:00,17:37:00
Risking Nostalgia,Risking Nostalgia - EP,Hunger,23-01-2021,12:07:00,17:37:00
Klaatu Suuns,Panoramas,Panoramas,18-01-2021,12:07:00,17:37:00
The Neighbourhood,I'm Sorry...,Wires,04-01-2021,12:07:00,17:37:00
ODESZA,A Moment Apart,A Moment Apart,28-12-2020,12:07:00,17:37:00
ODESZA,A Moment Apart,A Moment Apart,14-12-2020,12:07:00,17:37:00
The Weeknd,After Hours,Too Late,12-12-2020,12:07:00,17:37:00
Danger,??,11:02,30-11-2020,12:07:00,17:37:00
MGMT,Oracular Spectacular,Time to Pretend,22-10-2020,12:07:00,17:37:00
Joji,Daylight,Daylight,26-09-2020,12:07:00,17:37:00
Prismo,Solo,Solo,18-09-2020,12:07:00,17:37:00
Tame Impala,Currents,The Less I Know the Better,15-09-2020,12:07:00,17:37:00
Besomorph,Nightmare,Nightmare,09-09-2020,12:07:00,17:37:00
MISSIO,The Darker the Weather // The Better the Man,I See You,06-09-2020,12:07:00,17:37:00
ODESZA,A Moment Apart,A Moment Apart,09-04-2020,12:07:00,17:37:00
Besomorph,1985,1985,01-04-2020,12:07:00,17:37:00
Omri,Redo Undo,Redo Undo,27-03-2020,12:07:00,17:37:00
Haywyre,Never Count On Me,Never Count On Me,10-03-2020,12:07:00,17:37:00
Smallpools,LOVETAP!,Dreaming,23-02-2020,12:07:00,17:37:00
The Weeknd,Blinding Lights,Blinding Lights,23-02-2020,12:07:00,17:37:00
Welshly Arms,Legendary,Legendary,10-02-2020,12:07:00,17:37:00
MISSIO,Sing To Me,Sing To Me,18-01-2020,12:07:00,17:37:00
Magic Man,Before The Waves,Paris,17-01-2020,12:07:00,17:37:00
Halogen,U Got That,U Got That,09-01-2020,12:07:00,17:37:00
Magic Man,Before The Waves,Paris,06-01-2020,12:07:00,17:37:00
Mansionair,Shadowboxer,Easier,30-12-2019,12:07:00,17:37:00
Pouya,1000 Rounds,1000 Rounds,16-12-2019,12:07:00,17:37:00
Logic,Confessions of a Dangerous Mind,Cocaine,11-12-2019,12:07:00,17:37:00
The Weeknd,Dawn FM,Phantom Regret by Jim,07-01-2022,12:08:00,17:38:00
DJ Shadow,The Fast and the Furious: Tokyo Drift (Original Motion Picture Soundtrack),Six Days - Remix,08-07-2021,12:08:00,17:38:00
B.o.B,Red Hot R & B,Airplanes Part II,08-07-2021,12:08:00,17:38:00
Mick Gordon,DOOM (Original Game Soundtrack),BFG Division,22-02-2021,12:08:00,17:38:00
J,Alleyways,Alleyways,16-12-2020,12:08:00,17:38:00
Gorillaz,Song Machine Season One: Strange Timez (Deluxe),How Far? (feat. Tony Allen and Skepta),15-12-2020,12:08:00,17:38:00
Giant Rooks,Rookery,All We Are,09-12-2020,12:08:00,17:38:00
Welshly Arms,Legendary,Legendary,03-12-2020,12:08:00,17:38:00
ODESZA,A Moment Apart,A Moment Apart,25-11-2020,12:08:00,17:38:00
Danger,??,11:02,14-10-2020,12:08:00,17:38:00
The Chain Gang of 1974,The Music of Grand Theft Auto V Vol. 1: Original Music,Sleepwalking,08-10-2020,12:08:00,17:38:00
MISSIO,Sing To Me,Sing To Me,21-09-2020,12:08:00,17:38:00
Apashe,Work,Work,11-09-2020,12:08:00,17:38:00
Hikaru Utada,Face my Fears,Face My Fears - English Version,03-09-2020,12:08:00,17:38:00
League of Legends,Rise,RISE,16-04-2020,12:08:00,17:38:00
Magic Man,Before The Waves,Paris,12-03-2020,12:08:00,17:38:00
Knife Party,,Power Glove,04-03-2020,12:08:00,17:38:00
Owl City,The Midsummer Station,Good Time,03-03-2020,12:08:00,17:38:00
Eminem,Music to Be Murdered By,Darkness,12-02-2020,12:08:00,17:38:00
Jtwig,Embark,In The Mango,03-02-2020,12:08:00,17:38:00
League of Legends,Phoenix,Phoenix,01-02-2020,12:08:00,17:38:00
MISSIO,Sing To Me,Sing To Me,30-01-2020,12:08:00,17:38:00
Eminem,Music to Be Murdered By,Premonition - Intro,28-01-2020,12:08:00,17:38:00
slushii,Sober,Sober,21-12-2019,12:08:00,17:38:00
ODESZA,A Moment Apart,A Moment Apart,29-11-2019,12:08:00,17:38:00
The Game,El Chapo - Single,The Game & Skrillex: El Chapo,25-11-2019,12:08:00,17:38:00
Eminem,Relapse,Beautiful,03-11-2019,12:08:00,17:38:00
Y2K,Lalala,Lalala,30-10-2019,12:08:00,17:38:00
Marshmello,Silence (Slushii Remix),Silence - Slushii Remix,18-10-2019,12:08:00,17:38:00
Teminite,Unstoppable,Unstoppable,15-10-2019,12:08:00,17:38:00
Hopex,Insanity,Insanity,15-10-2019,12:08:00,17:38:00
Post Malone,Hollywood's Bleeding,Die for Me (feat. Future & Halsey),14-10-2019,12:08:00,17:38:00
Marshmello,Silence,Silence,10-10-2019,12:08:00,17:38:00
Welshly Arms,Legendary,Legendary,07-11-2021,12:09:00,17:39:00
Sarah Shook & the Disarmers,Years,What It Takes,02-02-2021,12:09:00,17:39:00
Passion Pit,Gossamer,I'll Be Alright,26-01-2021,12:09:00,17:39:00
Sarah Shook & the Disarmers,Years,What It Takes,31-12-2020,12:09:00,17:39:00
The Chain Gang of 1974,The Music of Grand Theft Auto V Vol. 1: Original Music,Sleepwalking,18-11-2020,12:09:00,17:39:00
HMS Morris,Inspirational Talks,Phenomenal Impossible,11-11-2020,12:09:00,17:39:00
Danger,??,11:03,06-11-2020,12:09:00,17:39:00
Linkin Park,Hybrid Theory (Bonus Edition),In the End,07-10-2020,12:09:00,17:39:00
Rhye,Woman,Open,22-09-2020,12:09:00,17:39:00
Bleach Party,NOLA,Other's Luggage,16-09-2020,12:09:00,17:39:00
Kendrick Lamar,DAMN.,HUMBLE.,08-09-2020,12:09:00,17:39:00
Joji,Gimme Love,Gimme Love,02-09-2020,12:09:00,17:39:00
The Weeknd,After Hours,After Hours,11-04-2020,12:09:00,17:39:00
The Weeknd,Heartless,Heartless,05-04-2020,12:09:00,17:39:00
Hiboky,Opposite Life,Opposite Life,28-03-2020,12:09:00,17:39:00
ODESZA,A Moment Apart,A Moment Apart,17-02-2020,12:09:00,17:39:00
Hippie Sabotage,Drifter,DRIFTER,17-02-2020,12:09:00,17:39:00
Aaron Smith,Dancin (feat. Luvli) [KRONO Remix],Dancin (feat. Luvli) - Krono Remix,02-02-2020,12:09:00,17:39:00
blackbear,hot girl bummer,hot girl bummer,23-01-2020,12:09:00,17:39:00
Layto,Houndin,Houndin,18-01-2020,12:09:00,17:39:00
Hiboky,Opposite Life,Opposite Life,09-01-2020,12:09:00,17:39:00
Kendrick Lamar,DAMN.,HUMBLE.,24-12-2019,12:09:00,17:39:00
Kloud,HUMANS,HUMANS,12-12-2019,12:09:00,17:39:00
Jordindian,Smoke Shisha Play Fifa,Smoke Shisha Play Fifa,08-12-2019,12:09:00,17:39:00
Eminem,Relapse,Beautiful,03-12-2019,12:09:00,17:39:00
ODESZA,Loyal,Loyal,27-11-2019,12:09:00,17:39:00
PewDiePie,Mine All Day,Mine All Day,24-10-2019,12:09:00,17:39:00
Honors,Feel Better,Over,09-07-2021,12:10:00,17:40:00
8 Graves,Black,Numb,24-04-2021,12:10:00,17:40:00
Speck Joliet,Sophomore,Time Frame,03-04-2021,12:10:00,17:40:00
Sarah Shook & the Disarmers,Years,What It Takes,20-02-2021,12:10:00,17:40:00
The Revivalists,Take Good Care,Change,07-01-2021,12:10:00,17:40:00
8 Graves,Black,Numb,05-01-2021,12:10:00,17:40:00
The Chain Gang of 1974,The Music of Grand Theft Auto V Vol. 1: Original Music,Sleepwalking,04-01-2021,12:10:00,17:40:00
8 Graves,Black,Numb,26-12-2020,12:10:00,17:40:00
Okta Logue,Tales Of Transit City,Transit,12-11-2020,12:10:00,17:40:00
Linkin Park,Hybrid Theory (Bonus Edition),In the End,19-10-2020,12:10:00,17:40:00
The Weeknd,After Hours,Blinding Lights,19-10-2020,12:10:00,17:40:00
The Chain Gang of 1974,The Music of Grand Theft Auto V Vol. 1: Original Music,Sleepwalking,26-09-2020,12:10:00,17:40:00
Kendrick Lamar,DAMN.,HUMBLE.,18-09-2020,12:10:00,17:40:00
Besomorph,Nightmare,Nightmare,09-09-2020,12:10:00,17:40:00
Joji,Gimme Love,Gimme Love,09-09-2020,12:10:00,17:40:00
Joji,Daylight,Daylight,06-09-2020,12:10:00,17:40:00
Hippie Sabotage,Drifter,DRIFTER,19-04-2020,12:10:00,17:40:00
Linkin Park,Hybrid Theory (Bonus Edition),Papercut,04-04-2020,12:10:00,17:40:00
Daft Punk,Random Access Memories,Instant Crush (feat. Julian Casablancas),02-04-2020,12:10:00,17:40:00
Powfu,death bed (coffee for your head) (feat. beabadoobee),death bed (coffee for your head) (feat. beabadoobee),02-04-2020,12:10:00,17:40:00
Welshly Arms,Legendary,Legendary,30-03-2020,12:10:00,17:40:00
Magic Man,Before The Waves,Paris,27-03-2020,12:10:00,17:40:00
Layto,Little Poor Me,Little Poor Me,24-03-2020,12:10:00,17:40:00
The Weeknd,After Hours,Hardest to Love,20-03-2020,12:10:00,17:40:00
Halogen,U Got That,U Got That,10-03-2020,12:10:00,17:40:00
Tame Impala,Currents,The Less I Know the Better,19-02-2020,12:10:00,17:40:00
8 Graves,Black,Numb,13-02-2020,12:10:00,17:40:00
blackbear,hot girl bummer,hot girl bummer,28-01-2020,12:10:00,17:40:00
Mansionair,Shadowboxer,Easier,27-01-2020,12:10:00,17:40:00
Layto,Houndin,Houndin,22-01-2020,12:10:00,17:40:00
RL Grime,Formula,Formula,13-01-2020,12:10:00,17:40:00
Pouya,1000 Rounds,1000 Rounds,26-12-2019,12:10:00,17:40:00
ODESZA,A Moment Apart,A Moment Apart,16-12-2019,12:10:00,17:40:00
2 Chainz,B.O.A.T.S. II #METIME,We Own It (Fast & Furious),11-12-2019,12:10:00,17:40:00
ODESZA,Loyal,Loyal,22-11-2019,12:10:00,17:40:00
Post Malone,Hollywood's Bleeding,Myself,30-10-2019,12:10:00,17:40:00
Post Malone,Hollywood's Bleeding,Die for Me (feat. Future & Halsey),17-10-2019,12:10:00,17:40:00
Joji,Daylight,Daylight,25-12-2021,12:11:00,17:41:00
Danger,??,19:00,07-02-2021,12:11:00,17:41:00
Joji,Gimme Love,Gimme Love,01-02-2021,12:11:00,17:41:00
The Weeknd,After Hours,After Hours,28-12-2020,12:11:00,17:41:00
The Weeknd,After Hours,Too Late,16-12-2020,12:11:00,17:41:00
Rhye,Woman,Open,15-12-2020,12:11:00,17:41:00
The Weeknd,After Hours,Scared to Live,12-12-2020,12:11:00,17:41:00
HMS Morris,Inspirational Talks,Phenomenal Impossible,09-12-2020,12:11:00,17:41:00
Kadhja Bonet,Childqueen,Wings,22-10-2020,12:11:00,17:41:00
The Weeknd,After Hours,Blinding Lights,21-09-2020,12:11:00,17:41:00
MISSIO,The Darker the Weather // The Better the Man,I See You,17-09-2020,12:11:00,17:41:00
MISSIO,The Darker the Weather // The Better the Man,I See You,15-09-2020,12:11:00,17:41:00
Justice (KLOUD Remix),Justice - Genesis,Justice - Genesis (KLOUD Remix),14-04-2020,12:11:00,17:41:00
Skrillex,More Monsters and Sprites EP,First of the Year (Equinox),09-04-2020,12:11:00,17:41:00
The Weeknd,Blinding Lights,Blinding Lights,01-04-2020,12:11:00,17:41:00
Mansionair,Shadowboxer,Easier,28-03-2020,12:11:00,17:41:00
